,Label,Occurences,run_id,parent_run_id,experiment_run_id,experiment_id,corpus,start_time,strategy,type
4,ORGderiv,3,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
5,ORGpart,91,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
6,OTH,269,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
7,OTHderiv,16,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
8,OTHpart,18,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
9,PER,711,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
10,PERderiv,2,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
11,PERpart,18,91a8d2e003a445c18367eadebdd2738e,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 15:03:52.630000+00:00,max-tag-count,data_distribution
0,LOC,763,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
1,LOCderiv,235,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
2,LOCpart,52,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
3,ORG,496,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
4,ORGderiv,3,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
5,ORGpart,91,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
6,OTH,269,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
7,OTHderiv,16,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
8,OTHpart,18,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
9,PER,711,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
10,PERderiv,2,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
11,PERpart,18,7898c1c6e9214c9c9594b283bad3d6f8,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-05 00:38:55.825000+00:00,round-robin-highest-confidence,data_distribution
0,LOC,763,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
1,LOCderiv,235,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
2,LOCpart,52,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
3,ORG,496,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
4,ORGderiv,3,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
5,ORGpart,91,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
6,OTH,269,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
7,OTHderiv,16,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
8,OTHpart,18,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
9,PER,711,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
10,PERderiv,2,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
11,PERpart,18,698eb52765794efb91f8b9bc09d97215,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-19 13:34:10.685000+00:00,tag-flip-historical,data_distribution
0,LOC,763,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
1,LOCderiv,235,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
2,LOCpart,52,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
3,ORG,496,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
4,ORGderiv,3,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
5,ORGpart,91,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
6,OTH,269,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
7,OTHderiv,16,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
8,OTHpart,18,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
9,PER,711,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
10,PERderiv,2,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
11,PERpart,18,6629bd95743e4135a1dd434e4efcc92b,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 16:44:21.157000+00:00,representative-diversity,data_distribution
0,LOC,763,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
1,LOCderiv,235,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
2,LOCpart,52,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
3,ORG,496,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
4,ORGderiv,3,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
5,ORGpart,91,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
6,OTH,269,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
7,OTHderiv,16,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
8,OTHpart,18,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
9,PER,711,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
10,PERderiv,2,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
11,PERpart,18,9748df3f2ebd4b429bea1c5a7b1340da,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 12:44:58.961000+00:00,diversity,data_distribution
0,LOC,763,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
1,LOCderiv,235,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
2,LOCpart,52,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
3,ORG,496,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
4,ORGderiv,3,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
5,ORGpart,91,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
6,OTH,269,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
7,OTHderiv,16,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
8,OTHpart,18,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
9,PER,711,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
10,PERderiv,2,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
11,PERpart,18,48df4c6c96a84c9aab8258627b05d03b,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 03:29:14.282000+00:00,sequential-representation-least-confidence,data_distribution
0,LOC,763,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
1,LOCderiv,235,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
2,LOCpart,52,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
3,ORG,496,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
4,ORGderiv,3,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
5,ORGpart,91,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
6,OTH,269,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
7,OTHderiv,16,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
8,OTHpart,18,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
9,PER,711,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
10,PERderiv,2,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
11,PERpart,18,8dd8cc0f676b4ac88db3302d3e111b72,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 09:01:20.461000+00:00,tag-flip-historical,data_distribution
0,LOC,763,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
1,LOCderiv,235,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
2,LOCpart,52,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
3,ORG,496,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
4,ORGderiv,3,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
5,ORGpart,91,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
6,OTH,269,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
7,OTHderiv,16,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
8,OTHpart,18,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
9,PER,711,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
10,PERderiv,2,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
11,PERpart,18,287fe93fb03343599b2a15fdf4a3fef8,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 10:48:35.597000+00:00,max-tag-count,data_distribution
0,LOC,763,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
1,LOCderiv,235,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
2,LOCpart,52,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
3,ORG,496,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
4,ORGderiv,3,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
5,ORGpart,91,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
6,OTH,269,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
7,OTHderiv,16,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
8,OTHpart,18,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
9,PER,711,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
10,PERderiv,2,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
11,PERpart,18,f41fd129a4954cf8b69d8246dfe9b080,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 21:42:44.635000+00:00,round-robin-highest-confidence,data_distribution
0,LOC,763,e67e49012565409b88e3c28e3a32b37f,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 10:55:50.832000+00:00,k-means-cluster-based-bert-km,data_distribution
1,LOCderiv,235,e67e49012565409b88e3c28e3a32b37f,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 10:55:50.832000+00:00,k-means-cluster-based-bert-km,data_distribution
2,LOCpart,52,e67e49012565409b88e3c28e3a32b37f,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 10:55:50.832000+00:00,k-means-cluster-based-bert-km,data_distribution
3,ORG,496,e67e49012565409b88e3c28e3a32b37f,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 10:55:50.832000+00:00,k-means-cluster-based-bert-km,data_distribution
4,ORGderiv,3,e67e49012565409b88e3c28e3a32b37f,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 10:55:50.832000+00:00,k-means-cluster-based-bert-km,data_distribution
5,ORGpart,91,e67e49012565409b88e3c28e3a32b37f,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 10:55:50.832000+00:00,k-means-cluster-based-bert-km,data_distribution
6,OTH,269,e67e49012565409b88e3c28e3a32b37f,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 10:55:50.832000+00:00,k-means-cluster-based-bert-km,data_distribution
